Collection,Hadith Number,Narrated By,Hadith Text,Pillar
bukhari,53,Narrated Sahl bin Sa`d:,"There was a dispute amongst the people of the tribe of Bani `Amr bin `Auf. The Prophet (ﷺ) went to them 
along with some of his companions in order to make peace between them. The time for the prayer 
became due but the Prophet (ﷺ) did not turn up; Bilal pronounced the Adhan (i.e. call) for the prayer but 
the Prophet (ﷺ) did not turn up, so Bilal went to Abu Bakr and said, ""The time for the prayer is due and 
the Prophet (ﷺ) i detained, would you lead the people in the prayer?"" Abu Bakr replied, ""Yes, you wish."" 
So, Bilal pronounced the Iqama of the prayer and Abu Bakr went ahead (to lead the prayer), but the 
Prophet came walking among the rows till he joined the first row. The people started clapping and 
they clapped too much, and Abu Bakr used not to look hither and thither in the prayer, but he turned 
round and saw the Prophet (ﷺ) standing behind him. The Prophet (ﷺ) beckoned him with his hand to keep on 
praying where he was. Abu Bakr raised his hand and praised Allah and then retreated till he came in 
the (first) row, and the Prophet (ﷺ) went ahead and lead the people in the prayer. When the Prophet (ﷺ) 
finished the prayer, he turned towards the people and said, ""O people! When something happens to 
you during the prayer, you start clapping. Really clapping is (permissible) for women only. If 
something happens to one of you in his prayer, he should say: 'Subhan Allah', (Glorified be Allah), for 
whoever hears him (saying so) will direct his attention towards him. O Abu Bakr! What prevented you 
from leading the people in the prayer when I beckoned to you (to continue)?"" Abu Bakr replied, ""It 
did not befit the son of Abu Quhafa to lead the prayer in front of the Prophet.",Salat
bukhari,54,Narrated Marwan and al-Miswar bin Makhrama:,"(from the companions of Allah's Messenger (ﷺ)) When Suhail bin `Amr agreed to the Treaty (of Hudaibiya), 
one of the things he stipulated then, was that the Prophet (ﷺ) should return to them (i.e. the pagans) 
anyone coming to him from their side, even if he was a Muslim; and would not interfere between 
them and that person. The Muslims did not like this condition and got disgusted with it. Suhail did not 
agree except with that condition. So, the Prophet (ﷺ) agreed to that condition and returned Abu Jandal to 
his father Suhail bin `Amr. Thenceforward the Prophet (ﷺ) returned everyone in that period (of truce) 
even if he was a Muslim. During that period some believing women emigrants including Um Kulthum 
bint `Uqba bin Abu Muait who came to Allah's Messenger (ﷺ) and she was a young lady then. Her relative 
came to the Prophet (ﷺ) and asked him to return her, but the Prophet (ﷺ) did not return her to them for Allah 
had revealed the following Verse regarding women: 
""O you who believe! When the believing women come to you as emigrants. Examine them, Allah 
knows best as to their belief, then if you know them for true believers, Send them not back to the 
unbelievers, (for) they are not lawful (wives) for the disbelievers, Nor are the unbelievers lawful 
(husbands) for them (60.10)",Shahada
bukhari,55,Narrated `Abdullah bin `Umar:,"Allah's Messenger (ﷺ) said, ""It is not permissible for any Muslim who has something to will to stay for two 
nights without having his last will and testament written and kept ready with him.""",Uncategorized
bukhari,56,Narrated `Abdullah bin Masud:,"I asked Allah's Messenger (ﷺ), ""O Allah's Messenger (ﷺ)! What is the best deed?"" He replied, ""To offer the prayers 
at their early stated fixed times."" I asked, ""What is next in goodness?"" He replied, ""To be good and 
dutiful to your parents."" I further asked, what is next in goodness?"" He replied, ""To participate in 
Jihad in Allah's Cause."" I did not ask Allah's Messenger (ﷺ) anymore and if I had asked him more, he would 
have told me more.",Salat
bukhari,57,Narrated `Ali:,"I got a she-camel in my share of the war booty on the day (of the battle) of Badr, and the Prophet (ﷺ) had 
given me a she-camel from the Khumus. When I intended to marry Fatima, the daughter of Allah's 
Apostle, I had an appointment with a goldsmith from the tribe of Bani Qainuqa' to go with me to bring 
Idhkhir (i.e. grass of pleasant smell) and sell it to the goldsmiths and spend its price on my wedding 
party. I was collecting for my she-camels equipment of saddles, sacks and ropes while my two shecamels 
were kneeling down beside the room of an Ansari man. I returned after collecting whatever I 
collected, to see the humps of my two she-camels cut off and their flanks cut open and some portion 
of their livers was taken out. When I saw that state of my two she-camels, I could not help weeping. I 
asked, ""Who has done this?"" The people replied, ""Hamza bin `Abdul Muttalib who is staying with 
some Ansari drunks in this house."" I went away till I reached the Prophet (ﷺ) and Zaid bin Haritha was 
with him. The Prophet (ﷺ) noticed on my face the effect of what I had suffered, so the Prophet (ﷺ) asked. 
""What is wrong with you."" I replied, ""O Allah's Messenger (ﷺ)! I have never seen such a day as today. 
Hamza attacked my two she-camels, cut off their humps, and ripped open their flanks, and he is sitting 
there in a house in the company of some drunks."" The Prophet (ﷺ) then asked for his covering sheet, put it 
on, and set out walking followed by me and Zaid bin Haritha till he came to the house where Hamza 
was. He asked permission to enter, and they allowed him, and they were drunk. Allah's Messenger (ﷺ) started 
rebuking Hamza for what he had done, but Hamza was drunk and his eyes were red. Hamza looked at 
Allah's Messenger (ﷺ) and then he raised his eyes, looking at his knees, then he raised up his eyes looking at 
his umbilicus, and again he raised up his eyes look in at his face. Hamza then said, ""Aren't you but the 
slaves of my father?"" Allah's Messenger (ﷺ) realized that he was drunk, so Allah's Messenger (ﷺ) retreated, and we 
went out with him.",Uncategorized
bukhari,58,Narrated `Amr bin Dinar:,"I was sitting with Jabir bin Zaid and `Amr bin Aus, and Bjalla was narrating to them in 70 A.H. the 
year when Mus`ab bin Az-Zubair was the leader of the pilgrims of Basra. We were sitting at the steps 
of Zamzam well and Bajala said, ""I was the clerk of Juz bin Muawiya, Al-Ahnaf's paternal uncle. A 
letter came from `Umar bin Al-Khattab one year before his death; and it was read:-- ""Cancel every 
marriage contracted among the Magians between relatives of close kinship (marriages that are 
regarded illegal in Islam: a relative of this sort being called Dhu-Mahram.)"" `Umar did not take the 
Jizya from the Magian infidels till `Abdur-Rahman bin `Auf testified that Allah's Messenger (ﷺ) had taken 
the Jizya from the Magians of Hajar.",Uncategorized
bukhari,59,Narrated `Imran bin Husain:,"Some people of Bani Tamim came to the Prophet (ﷺ) and he said (to them), ""O Bani Tamim! rejoice with 
glad tidings."" They said, ""You have given us glad tidings, now give us something."" On hearing that 
the color of his face changed then the people of Yemen came to him and he said, ""O people of Yemen 
! Accept the good tidings, as Bani Tamim has refused them."" The Yemenites said, ""We accept them. 
Then the Prophet (ﷺ) started taking about the beginning of creation and about Allah's Throne. In the mean 
time a man came saying, ""O `Imran! Your she-camel has run away!'' (I got up and went away), but l 
wish I had not left that place (for I missed what Allah's Messenger (ﷺ) had said).",Uncategorized
bukhari,60,Narrated Abu Huraira:,"The Prophet (ﷺ) said, ""Allah created Adam, making him 60 cubits tall. When He created him, He said to 
him, ""Go and greet that group of angels, and listen to their reply, for it will be your greeting 
(salutation) and the greeting (salutations of your offspring."" So, Adam said (to the angels), As-Salamu 
Alaikum (i.e. Peace be upon you). The angels said, ""As-salamu Alaika wa Rahmatu-l-lahi"" (i.e. Peace 
and Allah's Mercy be upon you). Thus the angels added to Adam's salutation the expression, 'Wa 
Rahmatu-l-lahi,' Any person who will enter Paradise will resemble Adam (in appearance and figure). 
People have been decreasing in stature since Adam's creation.",Uncategorized
bukhari,61,Narrated Ibn `Abbas:,"Regarding the Verse: 'And (We) made you into Shu'ub and Qabail-- (49.13) that Shu'uib means the 
big Qabail (i.e. nations) while the Qabail (i.e. tribes) means the branch tribes.",Uncategorized
bukhari,62,Narrated Abu Sa`id Al-Khudri:,"""Allah's Messenger (ﷺ) said, ""A time will come upon the people, when a group of people will wage a holy 
war and it will be said, 'Is there amongst you anyone who has accompanied Allah's Messenger (ﷺ)?' They 
will say, 'Yes.' And so victory will be bestowed on them. Then a time will come upon the people when 
a group of people will wage a holy war, and it will be said, ""Is there amongst you anynone who has 
accompanied the companions of Allah's Messenger (ﷺ)?' They will say, 'Yes.' And so victory will be 
bestowed on them. Then a time will come upon the people when a group of people will wage a holy 
war, and it will be said, ""Is there amongst you anyone who has been in the company of the 
companions of the companions of Allah's Messenger (ﷺ) ?' They will say, 'Yes.' And victory will be 
bestowed on them.""",Uncategorized
bukhari,63,Narrated Ghailan bin Jarir:,"I asked Anas, ""Tell me about the name 'Al-Ansar.; Did you call yourselves by it or did Allah call you 
by it?"" He said, ""Allah called us by it."" We used to visit Anas (at Basra) and he used to narrate to us 
the virtues and deeds of the Ansar, and he used to address me or a person from the tribe of Al-Azd and 
say, ""Your tribe did so-and-so on such-and-such a day.""",Uncategorized
bukhari,64,Narrated Abu 'Is-haq:,"Once, while I was sitting beside Zaid bin Al-Arqam, he was asked, ""How many Ghazwat did the 
Prophet undertake?"" Zaid replied, ""Nineteen."" They said, ""In how many Ghazwat did you join him?"" 
He replied, ""Seventeen."" I asked, ""Which of these was the first?"" He replied, ""Al-`Ashira or Al- 
`Ashiru.""",Uncategorized
bukhari,65,Narrated Abu Sa`id bin Al-Mu'alla:,"While I was praying in the Mosque, Allah's Messenger (ﷺ) called me but I did not respond to him. Later I 
said, ""O Allah's Messenger (ﷺ)! I was praying."" He said, ""Didn't Allah say'--""Give your response to Allah 
(by obeying Him) and to His Apostle when he calls you."" (8.24) 
He then said to me, ""I will teach you a Sura which is the greatest Sura in the Qur'an, before you leave 
the Mosque."" Then he got hold of my hand, and when he intended to leave (the Mosque), I said to 
him, ""Didn't you say to me, 'I will teach you a Sura which is the greatest Sura in the Qur'an?' He said, 
""Al-Hamdu-Li l-lah Rabbi-l-`alamin (i.e. Praise be to Allah, the Lord of the worlds) which is Al-Sab'a 
Al-Mathani (i.e. seven repeatedly recited Verses) and the Grand Qur'an which has been given to me.""",Uncategorized
bukhari,66,Narrated `Aisha and Ibn `Abbas:,"The Prophet (ﷺ) remained in Mecca for ten years, during which the Qur'an used to be revealed to him; and 
he stayed in Medina for ten years.",Hajj
bukhari,67,Narrated Anas bin Malik:,"A group of three men came to the houses of the wives of the Prophet (ﷺ) asking how the Prophet (ﷺ) 
worshipped (Allah), and when they were informed about that, they considered their worship 
insufficient and said, ""Where are we from the Prophet (ﷺ) as his past and future sins have been forgiven."" 
Then one of them said, ""I will offer the prayer throughout the night forever."" The other said, ""I will 
fast throughout the year and will not break my fast."" The third said, ""I will keep away from the 
women and will not marry forever."" Allah's Messenger (ﷺ) came to them and said, ""Are you the same people 
who said so-and-so? By Allah, I am more submissive to Allah and more afraid of Him than you; yet I 
fast and break my fast, I do sleep and I also marry women. So he who does not follow my tradition in 
religion, is not from me (not one of my followers).",Salat
