chapter,chain_indx,text_ar,text_en
Bathing (Ghusl) - كتاب الغسل,"30349, 20458, 11060, 11011, 11211, 17",حدثنا عبدان، قال أخبرنا أبو حمزة، قال سمعت الأعمش، عن سالم، عن كريب، عن ابن عباس، قال قالت ميمونة وضعت للنبي صلى الله عليه وسلم غسلا، فسترته بثوب، وصب على يديه فغسلهما، ثم صب بيمينه على شماله، فغسل فرجه، فضرب بيده الأرض فمسحها، ثم غسلها فمضمض، واستنشق، وغسل وجهه وذراعيه، ثم صب على رأسه، وأفاض على جسده، ثم تنحى فغسل قدميه، فناولته ثوبا فلم يأخذه، فانطلق وهو ينفض يديه‏.‏," Narrated Maimuna:                     I placed water for the bath of the Prophet and screened him with a garment. He poured water over his hands and washed them. After that he poured water with his right hand over his left and washed his private parts, rubbed his hands with earth and washed them, rinsed his mouth, washed his nose by putting water in it and then blowing it out and then washed his face and forearms. He poured water over his head and body. He then shifted from that place and washed his feet. I gave him a piece of cloth but he did not take it and came out removing the water (from his body) with both his hands."
Bathing (Ghusl) - كتاب الغسل,"20191, 20189, 11557, 2802, 53",حدثنا خلاد بن يحيى، قال حدثنا إبراهيم بن نافع، عن الحسن بن مسلم، عن صفية بنت شيبة، عن عائشة، قالت كنا إذا أصابت إحدانا جنابة، أخذت بيديها ثلاثا فوق رأسها، ثم تأخذ بيدها على شقها الأيمن، وبيدها الأخرى على شقها الأيسر‏.‏," Narrated Aisha:                     Whenever any one of us was Junub, she poured water over her head thrice with both her hands and then rubbed the right side of her head with one hand and rubbed the left side of the head with the other hand."
Bathing (Ghusl) - كتاب الغسل,"30311, 20121, 20115, 11447, 13","حدثنا إسحاق بن نصر، قال حدثنا عبد الرزاق، عن معمر، عن همام بن منبه، عن أبي هريرة، عن النبي صلى الله عليه وسلم قال ‏""‏ كانت بنو إسرائيل يغتسلون عراة، ينظر بعضهم إلى بعض، وكان موسى يغتسل وحده، فقالوا والله ما يمنع موسى أن يغتسل معنا إلا أنه آدر، فذهب مرة يغتسل، فوضع ثوبه على حجر، ففر الحجر بثوبه، فخرج موسى في إثره يقول ثوبي يا حجر‏.‏ حتى نظرت بنو إسرائيل إلى موسى، فقالوا والله ما بموسى من بأس‏.‏ وأخذ ثوبه، فطفق بالحجر ضربا ‏""‏‏.‏ فقال أبو هريرة والله إنه لندب بالحجر ستة أو سبعة ضربا بالحجر‏.‏"," Narrated Abu Huraira:                     The Prophet said, 'The (people of) Bani Israel used to take bath naked (all together) looking at each other. The Prophet Moses used to take a bath alone. They said, 'By Allah! Nothing prevents Moses from taking a bath with us except that he has a scrotal hernia.' So once Moses went out to take a bath and put his clothes over a stone and then that stone ran away with his clothes. Moses followed that stone saying, ""My clothes, O stone! My clothes, O stone! till the people of Bani Israel saw him and said, 'By Allah, Moses has got no defect in his body. Moses took his clothes and began to beat the stone."" Abu Huraira added, ""By Allah! There are still six or seven marks present on the stone from that excessive beating."""
Bathing (Ghusl) - كتاب الغسل,13,"وعن أبي هريرة، عن النبي صلى الله عليه وسلم قال ‏""‏ بينا أيوب يغتسل عريانا فخر عليه جراد من ذهب، فجعل أيوب يحتثي في ثوبه، فناداه ربه يا أيوب، ألم أكن أغنيتك عما ترى قال بلى وعزتك ولكن لا غنى بي عن بركتك ‏""‏‏.‏ ورواه إبراهيم عن موسى بن عقبة عن صفوان عن عطاء بن يسار عن أبي هريرة عن النبي صلى الله عليه وسلم قال ‏""‏ بينا أيوب يغتسل عريانا ‏""‏‏.‏"," Narrated Abu Huraira:                      The Prophet said, ""When the Prophet Job (Aiyub) was taking a bath naked, golden locusts began to fall on him. Job started collecting them in his clothes. His Lord addressed him, 'O Job! Haven't I given you enough so that you are not in need of them.' Job replied, 'Yes!' By Your Honor (power)! But I cannot dispense with Your Blessings.' """
Bathing (Ghusl) - كتاب الغسل,"20164, 20001, 11164, 11237, 198","حدثنا عبد الله بن مسلمة، عن مالك، عن أبي النضر، مولى عمر بن عبيد الله أن أبا مرة، مولى أم هانئ بنت أبي طالب أخبره أنه، سمع أم هانئ بنت أبي طالب، تقول ذهبت إلى رسول الله صلى الله عليه وسلم عام الفتح، فوجدته يغتسل وفاطمة تستره فقال ‏""‏ من هذه ‏""‏‏.‏ فقلت أنا أم هانئ‏.‏"," Narrated Um Hani bint Abi Talib:                     I went to Allah's Apostle in the year of the conquest of Mecca and found him taking a bath while Fatima was screening him. The Prophet asked, ""Who is it?"" I replied, ""I am Um-Hani."""
Bathing (Ghusl) - كتاب الغسل,"30349, 20025, 20012, 11060, 11342, 11211, 17, 61",حدثنا عبدان، قال أخبرنا عبد الله، قال أخبرنا سفيان، عن الأعمش، عن سالم بن أبي الجعد، عن كريب، عن ابن عباس، عن ميمونة، قالت سترت النبي صلى الله عليه وسلم وهو يغتسل من الجنابة، فغسل يديه ثم صب بيمينه على شماله، فغسل فرجه، وما أصابه، ثم مسح بيده على الحائط أو الأرض، ثم توضأ وضوءه للصلاة، غير رجليه، ثم أفاض على جسده الماء، ثم تنحى فغسل قدميه‏.‏ تابعه أبو عوانة وابن فضيل في الستر‏.‏," Narrated Maimuna:                     I screened the Prophet while he was taking a bath of Janaba. He washed his hands, poured water from his right hand over his left and washed his private parts. Then he rubbed his hand over a wall or the earth, and performed ablution similar to that for the prayer but did not wash his feet. Then he poured water over his body, shifted from that place, and washed his feet."
Bathing (Ghusl) - كتاب الغسل,"30355, 20001, 11065, 10511, 244","حدثنا عبد الله بن يوسف، قال أخبرنا مالك، عن هشام بن عروة، عن أبيه، عن زينب بنت أبي سلمة، عن أم سلمة أم المؤمنين، أنها قالت جاءت أم سليم امرأة أبي طلحة إلى رسول الله صلى الله عليه وسلم فقالت يا رسول الله، إن الله لا يستحيي من الحق، هل على المرأة من غسل إذا هي احتلمت فقال رسول الله صلى الله عليه وسلم ‏""‏ نعم إذا رأت الماء ‏""‏‏.‏"," Narrated Um-Salama:                     (the mother of the believers) Um Sulaim, the wife of Abu Talha, came to Allah's Apostle and said, ""O Allah's Apostle! Verily Allah is not shy of (telling you) the truth. Is it necessary for a woman to take a bath after she has a wet dream (nocturnal sexual discharge)?"" Allah's Apostle replied, ""Yes, if she notices a discharge."""
Bathing (Ghusl) - كتاب الغسل,"30026, 20031, 11279, 11267, 479, 13","حدثنا علي بن عبد الله، قال حدثنا يحيى، قال حدثنا حميد، قال حدثنا بكر، عن أبي رافع، عن أبي هريرة، أن النبي صلى الله عليه وسلم لقيه في بعض طريق المدينة وهو جنب، فانخنست منه، فذهب فاغتسل، ثم جاء فقال ‏""‏ أين كنت يا أبا هريرة ‏""‏‏.‏ قال كنت جنبا، فكرهت أن أجالسك وأنا على غير طهارة‏.‏ فقال ‏""‏ سبحان الله، إن المؤمن لا ينجس ‏""‏‏.‏"," Narrated Abu Huraira:                     The Prophet came across me in one of the streets of Medina and at that time I was Junub. So I slipped away from him and went to take a bath. On my return the Prophet said, ""O Abu Huraira! Where have you been?"" I replied, ""I was Junub, so I disliked to sit in your company."" The Prophet said, ""Subhan Allah! A believer never becomes impure."""
Bathing (Ghusl) - كتاب الغسل,"30146, 20304, 11288, 11019, 19",حدثنا عبد الأعلى بن حماد، قال حدثنا يزيد بن زريع، قال حدثنا سعيد، عن قتادة، أن أنس بن مالك، حدثهم أن نبي الله صلى الله عليه وسلم كان يطوف على نسائه في الليلة الواحدة، وله يومئذ تسع نسوة‏.‏, Narrated Anas bin Malik:                     The Prophet used to visit all his wives in one night and he had nine wives at that time.
Bathing (Ghusl) - كتاب الغسل,"30157, 20246, 11279, 11267, 479, 13","حدثنا عياش، قال حدثنا عبد الأعلى، حدثنا حميد، عن بكر، عن أبي رافع، عن أبي هريرة، قال لقيني رسول الله صلى الله عليه وسلم وأنا جنب، فأخذ بيدي، فمشيت معه حتى قعد فانسللت، فأتيت الرحل، فاغتسلت ثم جئت وهو قاعد فقال ‏""‏ أين كنت يا أبا هر ‏""‏ فقلت له‏.‏ فقال ‏""‏ سبحان الله يا أبا هر إن المؤمن لا ينجس ‏""‏‏.‏"," Narrated Abu Huraira:                     Allah's Apostle came across me and I was Junub He took my hand and I went along with him till he sat down I slipped away, went home and took a bath. When I came back. he was still sitting there. He then said to me, ""O Abu Huraira! Where have you been?' I told him about it The Prophet said, ""Subhan Allah! O Abu Huraira! A believer never becomes impure."""
